"1","yabhati","yabh",,"present","0","1","中に入る、入る、入れる、中に行く、日が沈む","to set in, to enter","0","0","0","0","0","0"
"2","prayabhati","yabh",pra,"present","0","1","中に入る、入る、入れる、中に行く、日が沈む","to set in, to enter","0","0","0","0","0","0"
"3","mehati","mih",,"present","0","1","濡らす、湿らせる、振りかける","to wet, to moisten, to sprinkle","0","0","0","0","0","0"
"4","khudati","khud",,"present","0","6","動作する、操作する、物を使う、使う","to play","0","0","0","0","0","0"
"5","hilati","hil",,"present","0","6","楽しむ","to joy","0","0","0","0","0","0"
"7","bhavati","bhū",,"aorist","1","1","なる、生じる、生まれる、存在する、発見される、生きる、とどまる、起こる","to become, to arise, to come into being, to exist, to be found, to live, to stay, to abide, to happen, to occur","0","0","0","0","0","0"
"8","kṛṇoti","kṛ",,"aorist","0","5","作る、する、実行する、達成する、引き起こす、実行する、準備する、引き受ける、実行する、実行する、製造する、準備する、働く、精巧にする、構築する、採用する、 使用する、利用する、構成する、説明する、育成する","to make, to do, to perform, to accomplish, to cause, to effect, to prepare, to undertake, to execute, to carry out, to manufacture, to prepare, to work at, to elaborate, to build, to employ, to use, to make use of, to compose, to describe, to cultivate","0","0","0","0","0","0"
"9","karti","kṛ",,"aorist","0","2","作る、する、実行する、達成する、引き起こす、実行する、準備する、引き受ける、実行する、実行する、製造する、準備する、働く、精巧にする、構築する、採用する、 使用する、利用する、構成する、説明する、育成する","to make, to do, to perform, to accomplish, to cause, to effect, to prepare, to undertake, to execute, to carry out, to manufacture, to prepare, to work at, to elaborate, to build, to employ, to use, to make use of, to compose, to describe, to cultivate","0","0","0","0","0","0"
"10","cikarti","kṛ",,"aorist","0","3","作る、する、実行する、達成する、引き起こす、実行する、準備する、引き受ける、実行する、実行する、製造する、準備する、働く、精巧にする、構築する、採用する、 使用する、利用する、構成する、説明する、育成する","to make, to do, to perform, to accomplish, to cause, to effect, to prepare, to undertake, to execute, to carry out, to manufacture, to prepare, to work at, to elaborate, to build, to employ, to use, to make use of, to compose, to describe, to cultivate","0","0","0","0","0","0"
"11","asati","as",,"present","0","1","存在する、生きる、起こる、とどまる、住む、属する、持つ、所有する、等しい","to be, to live, to exist, to be present, to take place, to happen, to abide, to dwell, to stay, to belong to, to have, to possess, to equal to","0","0","0","1","0","1"
"12","ati","a",,"denomitive","0","1","～する、～を作る、～になる","to do, to make","0","0","0","0","0","0"
"13","ayati","aya",,"denomitive","1","denomitive","～する、～を作る、～になる","to do, to make","0","0","0","0","0","0"
"14","asyati","asya",,"denomitive","1","denomitive","～する、～を作る、～になる","to do, to make","0","0","0","0","0","0"
"15","yāti","yā",,"present","1","2","行く、進む、動く、歩く、出発する、行進する、前進する、旅行する、旅する","to go, to proceed, to move, to walk, to set out, to march, to advance, to travel, to journey","0","0","0","0","0","0"
"16","gamati","gam",,"aorist","0","1","行く、動く、離れる、出発する、来る、向かう、近づく","to go, to move, to go away, to set out, to come, to go to, to go towards, to approach","0","0","0","0","0","0"
"18","ganti","gam",,"aorist","0","2","行く、動く、離れる、出発する、来る、向かう、近づく","to go, to move, to go away, to set out, to come, to go to, to go towards, to approach","0","0","0","0","0","0"
"19","jaganti","gam",,"aorist","0","3","行く、動く、離れる、出発する、来る、向かう、近づく","to go, to move, to go away, to set out, to come, to go to, to go towards, to approach","0","0","0","0","0","0"
"20","dhāti","dhā",,"aorist","1","2","保持する、置く、維持する、与える、与える、耐える、引き受ける、持つ","to hold, to put, to maintain, to give, to grant, to bear, to assume, to have","0","0","0","0","0","0"
"21","dadhāti","dhā",,"aorist","1","3","保持する、置く、維持する、与える、与える、耐える、引き受ける、持つ","to hold, to put, to maintain, to give, to grant, to bear, to assume, to have","0","0","0","0","0","0"
"22","dhāyati","dhā",,"aorist","1","4","保持する、置く、維持する、与える、与える、耐える、引き受ける、持つ","to hold, to put, to maintain, to give, to grant, to bear, to assume, to have","0","0","0","0","0","0"
"23","eti","i",,"present","0","1","行く、歩く、流れる、吹く、進む、広がる、歩き回る、離れる、逃げる、通り過ぎる、引退する、生まれる、来る 、戻る、再び戻る、戻る、成功する、到達する、到達する、獲得する、陥る、到達する、祈りをもって近づく、尋ねることによって得る","to go, to walk, to flow, to blow, to advance, to spread, to get about, to go to, to go towards, to go away, to escape, to pass, to retire, to arise from, to come from, to return, to come back again, to return, to succeed, to arrive at, to reach, to obtain, to fall into, come to, to approach with prayers, to gain by asking","0","0","0","0","0","0"
"24","eti","i",,"present","0","2","行く、歩く、流れる、吹く、進む、広がる、歩き回る、離れる、逃げる、通り過ぎる、引退する、生まれる、来る 、戻る、再び戻る、戻る、成功する、到達する、到達する、獲得する、陥る、到達する、祈りをもって近づく、尋ねることによって得る","to go, to walk, to flow, to blow, to advance, to spread, to get about, to go to, to go towards, to go away, to escape, to pass, to retire, to arise from, to come from, to return, to come back again, to return, to succeed, to arrive at, to reach, to obtain, to fall into, come to, to approach with prayers, to gain by asking","0","1","0","0","0","0"
"25","nayati","nī",,"present","1","1","導く、導く、行う、指示する、統治する","to lead, to guide, to conduct, to direct, to govern","0","0","0","0","0","0"
"26","yābhayati","ya",yābha,"denomitive","0","denomitive","性行為を行う","to do coitus, to act ","0","0","0","0","0","0"
"27","yabhanayati","ya",yabhana,"denomitive","0","denomitive","性行為を行う、交尾する","to do coitus, to copulation","0","0","0","0","0","0"
"28","śraddadhāti","dhā",śrad,"aorist","0","3","信じる、信用する","to believe, to credit","0","0","0","0","0","0"
"29","sampradadāti","dā",sampra,"aorist","0","3","提示する、提供する、与える、授ける、送信する","to present, to offer, to give, to bestow, to transmit","0","0","0","0","0","0"
"30","sisarti","sṛ",,"present","0","3","逃げる、逃げる","to escape, to run away","0","0","0","0","0","0"
"31","yambdhi","yabh",,"present","0","7","堕落する、欺く、唆す","to pervert, to deceive, to seduce","0","0","0","1","1","1"
"32","karati","kṛ",,"aorist","0","1","作る、する、実行する、達成する、引き起こす、実行する、準備する、引き受ける、実行する、実行する、製造する、準備する、働く、精巧にする、構築する、採用する、 使用する、利用する、構成する、説明する、育成する","to make, to do, to perform, to accomplish, to cause, to effect, to prepare, to undertake, to execute, to carry out, to manufacture, to prepare, to work at, to elaborate, to build, to employ, to use, to make use of, to compose, to describe, to cultivate","0","0","0","0","0","0"
"100","svatti","ad",su,"present","0","2","味わい深く、好かれ、味わい、食べ、喜ばせ、甘くする","to be pleasant to the taste, to be liked, to taste, to eat, to please, to make sweet","0","0","0","0","0","0"
"101","bhandati","bhand",,"present","0","1","賛美、名誉、崇拝で迎えられる","to be greeted with praise, to honour, to worship","0","0","0","0","0","0"
"102","bādhati","bādh",,"present","0","1","抑圧する、苦しめる","to oppress, to torment","0","0","0","0","0","0"
"103","bādhati","bādh",,"present","0","4","抑圧する、苦しめる","to oppress, to torment","0","0","0","0","0","0"
"104","cayati","ci",,"present","0","1","嫌悪する、憎む、復讐する、罰する","to detest, to hate, to revenge, to punish","0","0","0","0","0","0"
"105","cinoti","ci",,"present","0","5","整理する、積み上げる、積み上げる、構築する、集める、集める、蓄積する、自分のために獲得する","to arrange in order, to heap up, to pile up, to construct, to collect, to gather together, to accumulate, to acquire for one's self","0","0","0","0","0","0"
"106","ciketi","ci",,"aorist","0","3","観察する、知覚する、気づく、視る","to observe, perceive","0","0","0","0","0","0"
"107","cinoti","ci",,"aorist","0","5","観察する、知覚する、気づく、視る","to observe, perceive","0","0","0","0","0","0"
"108","cetati","cit",,"present","0","1","観察する、知覚する、気づく、視る","to observe, perceive","0","0","0","0","0","0"
"109","cintayati","cint",,"present","0","10","考える、思考する","to think","0","0","0","0","1","0"
"110","dadati","dad",,"aorist","1","1","与える、提示する","to give, to present","0","0","0","1","1","1"
"111","dadhati","dadh",,"aorist","1","1","入れる、入れる、設定する","to put, to put into, to set","0","0","0","1","1","1"
