"200","janati",jan,,aorist,0,1,生成する、生む、生成する、作成する、引き起こす,"to generate, to beget, to produce, to create, to cause",0,0,0,0,0,0
"201","jajanti",jan,,aorist,0,3,生成する、生む、生成する、作成する、引き起こす,"to generate, to beget, to produce, to create, to cause",0,0,0,0,0,0
"202","janyati",jan,,aorist,0,4,生まれて生産され、生まれる,"to be born to produced, to come into existence",0,0,0,0,0,0
"203","jahāti",jan,,aorist,0,3,去る、捨てる、捨てる、やめる、見捨てる、放棄する,"to leave, to abandon, to desert, to quit, to forsake, to relinquish",0,0,0,0,0,0
"204","gāyati",gai,,aorist,0,4,歌うために,to sing,0,0,0,0,0,0
"205","gāti",gā,,aorist,0,2,行く、行く、来る、近づく,"to go, to go towards, to come, to approach",0,0,0,0,0,0
"206","jigāti",gā,,aorist,0,3,行く、行く、来る、近づく,"to go, to go towards, to come, to approach",0,0,0,0,0,0
"207","jigharti",ghṛ,,aorist,0,3,振りかける、輝く,"to besprinkle, to shine",0,0,0,0,0,0
"208","ghrāti",ghrā,,present,0,2,匂いを嗅ぐ、知覚する,"to smell, to perceive",0,0,0,0,0,0
"209","jighrati",ghrā,,present,0,3,匂いを嗅ぐ、知覚する,"to smell, to perceive",0,0,0,0,0,0
"210","ghrāti",ghrā,,aorist,0,2,匂いを嗅ぐ、知覚する,"to smell, to perceive",0,0,0,0,0,0
"211","jighrati",ghrā,,aorist,0,3,匂いを嗅ぐ、知覚する,"to smell, to perceive",0,0,0,0,0,0
"212","harati",hṛ,,aorist,0,1,取る、耐える、運ぶ、伝える、フェッチする、もたらす,"to take, to bear, to carry, to convey, to fetch, to bring",0,0,0,0,0,0
"213","jiharti",hṛ,,aorist,0,3,取る、耐える、運ぶ、伝える、フェッチする、もたらす,"to take, to bear, to carry, to convey, to fetch, to bring",0,0,0,0,0,0
"214","hṛyati",hṛ,,aorist,0,4,取る、耐える、運ぶ、伝える、フェッチする、もたらす,"to take, to bear, to carry, to convey, to fetch, to bring",0,0,0,0,0,0
"215","jahati",hā,,aorist,1,3,トーゴ,to go,0,0,0,0,0,0
"216","jahati",hā,,aorist,1,3,去る、捨てる、捨てる、やめる、見捨てる、放棄する,"to leave, to abandon, to desert, to quit, to forsake, to relinquish",0,0,0,0,0,0
"217","jihreti",hrī,,present,0,3,顔を赤らめる、謙虚になる、恥ずかしい,"to blush, to be modest, to be ashamed",0,0,0,0,0,0
"218","juhoti",hu,,aorist,0,3,犠牲にする,to sacrifice,0,0,0,0,0,0
"219","tarati",tṝ,,present,1,1,合格する,to pass,0,0,0,0,0,0
"220","titarti",tṝ,,present,1,3,合格する,to pass,0,0,0,0,0,0
"221","taroti",tṝ,,present,1,8,合格する,to pass,0,0,0,0,0,0
"222","tirati",tṝ,,present,1,6,合格する,to pass,0,0,0,0,0,0
"223","tvarati",tvar,,aorist,0,1,急いで、急いで、スピードを出して,"to hurry, make haste, move with speed",0,0,0,0,0,0
"224","tutorti",tur,,aorist,0,3,走る,to run,0,0,0,0,0,0
"225","tūryati",tur,,aorist,0,4,圧倒する、走る、傷つける,"to overpower, to run, to hurt",0,0,0,0,0,0
"226","turati",tur,,aorist,0,6,急いで、前に進む,"to hurry, to press forwards",0,0,0,0,0,0
