32000,"Aalborg",Aalborg,Aalborg-,Aalborg,Aalborg,Masculine-Inanimate,2k,0,0,1
32001,"Abakan",Abakan,Abakan-,アバカン,Abakan,Masculine-Inanimate,2,0,0,1
32002,"Abidżan",Abidżan,Abidżan-,アビジャン,Abidjan,Masculine-Inanimate,2,0,0,1
32003,"Albion",Albion,Albion-,アルビオン,Albion,Masculine-Inanimate,2,0,0,1
32004,"Amsterdam",Amsterdam,Amsterdam-,アムステルダム,Amsterdam,Masculine-Inanimate,2,0,0,1
32005,"Amur",Amur,Amur-,アムール,Amur,Masculine-Inanimate,2,0,0,1
32006,"Anschluss",Anschluss,Anschluss-,アンシュラス,Anschluss,Masculine-Inanimate,2,0,0,1
32007,"Archangielsk",Archangielsk,Archangielsk-,Arkhangelsk,Arkhangelsk,Masculine-Inanimate,2k,0,0,1
32008,"Aszchabad",Aszchabad,Aszchabad-,アシュガバット,Ashgabat,Masculine-Inanimate,2,0,0,1
32009,"Atlantyk",Atlantyk,Atlantyk-,大西洋,Atlantic,Masculine-Inanimate,2k,0,0,1
32010,"Auckland",Auckland,Auckland-,オークランド,Auckland,Masculine-Inanimate,2,0,0,1
32011,"Augsburg",Augsburg,Augsburg-,アウグスブルク,Augsburg,Masculine-Inanimate,2k,0,0,1
32012,"Augustów",Augustów,Augustow-,アウグストウ,Augustów,Masculine-Inanimate,2,0,0,1
32013,"Ałtaj",Ałtaj,Ałtaj-,アルタイ,Altai,Masculine-Inanimate,2p,0,0,1
32014,"Bagdad",Bagdad,Bagdad-,バグダッド,Baghdad,Masculine-Inanimate,2,0,0,1
32015,"Bajkał",Bajkał,Bajkał-,バイカル,Baikal,Masculine-Inanimate,2,0,0,1
32016,"Bangkok",Bangkok,Bangkok-,バンコク,Bangkok,Masculine-Inanimate,2k,0,0,1
32017,"Baszkortostan",Baszkortostan,Baszkortostan-,バシュコルトスタン,Bashkortostan,Masculine-Inanimate,2,0,0,1
32018,"Belgrad",Belgrad,Belgrad-,ベオグラード,Belgrade,Masculine-Inanimate,2,0,0,1
32019,"Bełchatów",Bełchatów,Bełchatow-,ベルチャトウ,Belchatow,Masculine-Inanimate,2,0,0,1
32020,"Bhutan",Bhutan,Bhutan-,ブータン,Bhutan,Masculine-Inanimate,2,0,0,1
32021,"Białystok",Białystok,Białystok-,Białystok,Białystok,Masculine-Inanimate,2k,0,0,1
32022,"Biszkek",Biszkek,Biszkk-,ビシュケク,Bishkek,Masculine-Inanimate,2k,0,0,1
32023,"Bolków",Bolków,Bolkow-,ボルコウ,Bolków,Masculine-Inanimate,2,0,0,1
32024,"Bornholm",Bornholm,Bornholm-,ボーンホルム,Bornholm,Masculine-Inanimate,2,0,0,1
32025,"Bosfor",Bosfor,Bosfor-,ボスポラス,Bosporus,Masculine-Inanimate,2,0,0,1
32026,"Brześć",Brześć,Brześci-,ブレスト,Brest,Masculine-Inanimate,2p,0,0,1
32027,"Brzozów",Brzozów,Brzozow-,Brzozów,Brzozów,Masculine-Inanimate,2,0,0,1
32028,"Budapeszt",Budapeszt,Budapeszt-,ブダペスト,Budapest,Masculine-Inanimate,2,0,0,1
32029,"Bug",Bug,Bug-,バグ,Bug,Masculine-Inanimate,2k,0,0,1
32030,"Bukareszt",Bukareszt,Bukareszt-,ブカレスト,Bucharest,Masculine-Inanimate,2,0,0,1
32031,"Bytom",Bytom,Bytom-,Bytom,Bytom,Masculine-Inanimate,2,0,0,1
32032,"Bóbr",Bóbr,Bóbr-,ビーバー,Beaver,Masculine-Inanimate,2,0,0,1
32033,"Będzin",Będzin,Będzin-,Bedzin,Bedzin,Masculine-Inanimate,2,0,0,1
32034,"Centrolew",Centrolew,Centrolew-,セントロリュー,Centrolew,Masculine-Inanimate,2,0,0,1
32035,"Charków",Charków,Charkow-,カルコフ,Kharkov,Masculine-Inanimate,2,0,0,1
32036,"Chersoń",Chersoń,Chersoń-,カーソン,Kherson,Masculine-Inanimate,2p,0,0,1
32037,"Chełm",Chełm,Chełm-,ヘルメット,helmet,Masculine-Inanimate,2,0,0,1
32038,"Czad",Czad,Czad-,チャド,Chad,Masculine-Inanimate,2,0,0,1
32039,"Czarnobyl",Czarnobyl,Czarnobyl-,チェルノブイリ,Chernobyl,Masculine-Inanimate,2p,0,0,1
32040,"Czarnogłów",Czarnogłów,Czarnogłow-,モンテネグロ,Montenegro,Masculine-Inanimate,2,0,0,1
32041,"Czarnolas",Czarnolas,Czarnolas-,ツァルノラス,Czarnolas,Masculine-Inanimate,2,0,0,1
