"4","achać",ach,ach,achać,ああ,ah,1,present,0,0
"5","banglać",bangl,bangl,banglać,バン,bang,1,present,0,0
"6","biadać",biad,biad,biadać,うめき声,moan,1,present,0,0
"7","bijać",bij,bij,bijać,打つ,hit,1,present,0,0
"8","bratać",brat,brat,bratać,友愛する,fraternize,1,present,0,0
"9","bulgotać",bulgot,bulgot,bulgotać,バブル,bubble,1,present,0,0
"10","cackać",cack,cack,cackać,お尻,bum,1,present,0,0
"11","chajtać",chajt,chajt,chajtać,チャハッチ,chajać,1,present,0,0
"12","chlupotać",chlupot,chlupot,chlupotać,スケルチ,squelch,1,present,0,0
"13","chrobotać",chrobot,chrobot,chrobotać,スクレイプ,scrape,1,present,0,0
"14","chromać",chrom,chrom,chromać,ホブル,hobble,1,present,0,0
"15","chrumkać",chrumk,chrumk,chrumkać,うなり声,grunt,1,present,0,0
"16","chybiać",chybi,chybi,chybiać,お嬢,miss,1,present,0,0
"17","cmokać",cmok,cmok,cmokać,スマック,smack,1,present,0,0
"18","cofać",cof,cof,cofać,引き戻す,draw back,1,present,0,0
"19","cyckać",cyck,cyck,cyckać,くすぐる,tickle,1,present,0,0
"20","czepiać",czepi,czepi,czepiać,いじめる,pick on,1,present,0,0
"21","dobierać",dobier,dobier,dobierać,選ぶ,choose,1,present,0,0
"22","dobijać",dobij,dobij,dobijać,シュート,shoot,1,present,0,0
"23","doceniać",doceni,doceni,doceniać,鑑賞する,to appreciate,1,present,0,0
"24","dociekać",dociek,dociek,dociekać,お問い合わせ,inquire,1,present,0,0
"25","docierać",docier,docier,docierać,到着,reach,1,present,0,0
"26","docinać",docin,docin,docinać,切る,to cut,1,present,0,0
"27","dogadzać",dogadz,dogadz,dogadzać,甘やかす,pamper,1,present,0,0
"28","doganiać",dogani,dogani,doganiać,追いつく,catch up,1,present,0,0
"29","dogryzać",dogryz,dogryz,dogryzać,刺す,sting,1,present,0,0
"30","dojeżdżać",dojeżdż,dojeżdż,dojeżdżać,通勤,commute,1,present,0,0
"31","dokańczać",dokańcz,dokańcz,dokańczać,終了,finish,1,present,0,0
"32","doklejać",doklej,doklej,doklejać,棒,stick,1,present,0,0
"33","dokuczać",dokucz,dokucz,dokuczać,からかう,tease,1,present,0,0
"34","dokładać",dokład,dokład,dokładać,追加,add,1,present,0,0
"35","dolegać",doleg,doleg,dolegać,傷つく,hurt,1,present,0,0
"36","dolepiać",dolepi,dolepi,dolepiać,棒,stick,1,present,0,0
"37","doliczać",dolicz,dolicz,doliczać,追加,add,1,present,0,0
"38","domykać",domyk,domyk,domykać,近い,close,1,present,0,0
"39","domyślać",domyśl,domyśl,domyślać,推測してみて,guess,1,present,0,0
"40","donaszać",donasz,donasz,donaszać,報告,report,1,present,0,0
"41","dookreślać",dookreśl,dookreśl,dookreślać,特定,specify,1,present,0,0
"42","dopełniać",dopełni,dopełni,dopełniać,補体,complement,1,present,0,0
"43","dopiekać",dopiek,dopiek,dopiekać,刺す,sting,1,present,0,0
"44","dopierać",dopier,dopier,dopierać,追跡,chase,1,present,0,0
"45","dopierdalać",dopierdal,dopierdal,dopierdalać,ファックオフ,fuck off,1,present,0,0
"46","dopinać",dopin,dopin,dopinać,固定する,fasten,1,present,0,0
"47","dopominać",dopomin,dopomin,dopominać,請求,claim,1,present,0,0
"48","dopraszać",doprasz,doprasz,dopraszać,物乞い,begging,1,present,0,0
"49","doprawiać",doprawi,doprawi,doprawiać,シーズン,season,1,present,0,0
"50","doprowadzać",doprowadz,doprowadz,doprowadzać,持っていく,bring,1,present,0,0
"51","dopychać",dopych,dopych,dopychać,詰め込む,cram,1,present,0,0
"52","dopędzać",dopędz,dopędz,dopędzać,追い越し,overtake,1,present,0,0
"53","dopłacać",dopłac,dopłac,dopłacać,追加料金を支払う,pay extra,1,present,0,0
"54","dorabiać",dorabi,dorabi,dorabiać,余分なお金を稼ぐ,earn extra money,1,present,0,0
"55","doradzać",doradz,doradz,doradzać,アドバイス,advise,1,present,0,0
"56","dorastać",dorast,dorast,dorastać,育つ,growing up,1,present,0,0
"57","doręczać",doręcz,doręcz,doręczać,配達,deliver,1,present,0,0
"58","doskwierać",doskwier,doskwier,doskwierać,苦痛,distress,1,present,0,0
"59","dostrajać",dostraj,dostraj,dostrajać,微調整,fine tune,1,present,0,0
"60","dostrzegać",dostrzeg,dostrzeg,dostrzegać,見る,see,1,present,0,0
"61","doszkalać",doszkal,doszkal,doszkalać,再訓練,retrain,1,present,0,0
"62","dotaczać",dotacz,dotacz,dotaczać,転がる,roll over,1,present,0,0
"63","douczać",doucz,doucz,douczać,向上,improve,1,present,0,0
"64","dowalać",dowal,dowal,dowalać,壊す,break down,1,present,0,0
"65","dozbrajać",dozbraj,dozbraj,dozbrajać,リアーム,rearm,1,present,0,0
"66","dozwalać",dozwal,dozwal,dozwalać,許可する,allow,1,present,0,0
"67","dołączać",dołącz,dołącz,dołączać,添付,attach,1,present,0,0
"68","doświadczać",doświadcz,doświadcz,doświadczać,経験,experience,1,present,0,0
"69","dziarać",dziar,dziar,dziarać,tat,tat,1,present,0,0
"70","gdybać",gdyb,gdyb,gdybać,物乞い,begging,1,present,0,0
"71","gichać",gich,gich,gichać,クスクス笑う,giggle,1,present,0,0
"72","gniewać",gniew,gniew,gniewać,怒り,anger,1,present,0,0
"73","gruchotać",gruchot,gruchot,gruchotać,バター,batter,1,present,0,0
"74","hukać",huk,huk,hukać,フート,hoot,1,present,0,0
"75","jadać",jad,jad,jadać,食べる,eat,1,present,0,0
"76","jumać",jum,jum,jumać,食べる,eat,1,present,0,0
"77","kicać",kic,kic,kicać,ホップ,hop,1,present,0,0
"78","klikać",klik,klik,klikać,クリック,clicking,1,present,0,0
"79","kumać",kum,kum,kumać,鳴き声,croak,1,present,0,0
"80","kłopotać",kłopot,kłopot,kłopotać,問題,trouble,1,present,0,0
"81","mawiać",mawi,mawi,mawiać,いう,say,1,present,0,0
"82","mniemać",mniem,mniem,mniemać,考える,think,1,present,0,0
"83","morusać",morus,morus,morusać,汚れ,smudge,1,present,0,0
"84","nabawiać",nabawi,nabawi,nabawiać,騙す,trick,1,present,0,0
"85","nabierać",nabier,nabier,nabierać,引き受ける,take on,1,present,0,0
"86","nabijać",nabij,nabij,nabijać,パンチ,punch,1,present,0,0
"87","nabzdyczać",nabzdycz,nabzdycz,nabzdyczać,鳴き声,croak,1,present,0,0
"88","nachylać",nachyl,nachyl,nachylać,傾ける,tilt,1,present,0,0
"89","nacierać",nacier,nacier,nacierać,こする,rub,1,present,0,0
"90","nacinać",nacin,nacin,nacinać,切り刻む,incise,1,present,0,0
"91","nadarzać",nadarz,nadarz,nadarzać,それを与える,give it,1,present,0,0
"92","nadcinać",nadcin,nadcin,nadcinać,切る,cut,1,present,0,0
"93","nadganiać",nadgani,nadgani,nadganiać,追いつく,catch up,1,present,0,0
"94","nadjeżdżać",nadjeżdż,nadjeżdż,nadjeżdżać,来る,to come,1,present,0,0
"95","nadmieniać",nadmieni,nadmieni,nadmieniać,言及,mention,1,present,0,0
"96","nadrabiać",nadrabi,nadrabi,nadrabiać,化粧,make up,1,present,0,0
"97","nadrywać",nadryw,nadryw,nadrywać,引き裂く,tear up,1,present,0,0
"98","nadwerężać",nadweręż,nadweręż,nadwerężać,歪み,strain,1,present,0,0
"99","nadwyrężać",nadwyręż,nadwyręż,nadwyrężać,歪み,strain,1,present,0,0
"100","nadymać",nadym,nadym,nadymać,膨らませる,inflate,1,present,0,0
"101","nadążać",nadąż,nadąż,nadążać,ついていく,keep up,1,present,0,0
"102","nagradzać",nagradz,nagradz,nagradzać,褒美,reward,1,present,0,0
"103","najeżdżać",najeżdż,najeżdż,najeżdżać,侵攻すること,to invade,1,present,0,0
"104","naklejać",naklej,naklej,naklejać,棒,stick,1,present,0,0
"105","nakreślać",nakreśl,nakreśl,nakreślać,概要,outline,1,present,0,0
"106","nakręcać",nakręc,nakręc,nakręcać,巻き上げる,wind up,1,present,0,0
"107","nakurwiać",nakurwi,nakurwi,nakurwiać,失敗する,to screw up,1,present,0,0
"108","nakładać",nakład,nakład,nakładać,課す,impose,1,present,0,0
"109","nakłaniać",nakłani,nakłani,nakłaniać,誘発する,induce,1,present,0,0
"110","nalepiać",nalepi,nalepi,nalepiać,棒,stick,1,present,0,0
"111","naliczać",nalicz,nalicz,naliczać,充電,charge,1,present,0,0
"112","namieniać",namieni,namieni,namieniać,言及,mention,1,present,0,0
"113","namierzać",namierz,namierz,namierzać,目標,target,1,present,0,0
"114","namyślać",namyśl,namyśl,namyślać,考える,to think,1,present,0,0
"115","naoliwiać",naoliwi,naoliwi,naoliwiać,油,oil,1,present,0,0
"116","napalać",napal,napal,napalać,火,fire,1,present,0,0
"117","naparzać",naparz,naparz,naparzać,注入する,infuse,1,present,0,0
"118","napełniać",napełni,napełni,napełniać,塗りつぶし,fill,1,present,0,0
"119","napierać",napier,napier,napierać,押す,press,1,present,0,0
"120","napierdalać",napierdal,napierdal,napierdalać,くそ,fuck,1,present,0,0
"121","napinać",napin,napin,napinać,締める,tighten,1,present,0,0
"122","napoczynać",napoczyn,napoczyn,napoczynać,始める,start,1,present,0,0
"123","napominać",napomin,napomin,napominać,忠告する,admonish,1,present,0,0
"124","napowietrzać",napowietrz,napowietrz,napowietrzać,通気する,aerate,1,present,0,0
"125","naprawiać",naprawi,naprawi,naprawiać,修理,repair,1,present,0,0
"126","naprowadzać",naprowadz,naprowadz,naprowadzać,直接,direct,1,present,0,0
"127","naprzykrzać",naprzykrz,naprzykrz,naprzykrzać,わざわざ,bother,1,present,0,0
"128","naprężać",napręż,napręż,naprężać,歪み,strain,1,present,0,0
"129","napychać",napych,napych,napychać,もの,stuff,1,present,0,0
"130","napędzać",napędz,napędz,napędzać,推進、動かす,propel,1,present,0,0
"131","narabiać",narabi,narabi,narabiać,混乱させる,make a mess,1,present,0,0
"132","naradzać",naradz,naradz,naradzać,相談する,consult,1,present,0,0
"133","narastać",narast,narast,narastać,増加,increase,1,present,0,0
"134","narażać",naraż,naraż,narażać,公開,expose,1,present,0,0
"135","naruszać",narusz,narusz,naruszać,違反する,violate,1,present,0,0
"136","narzekać",narzek,narzek,narzekać,文句を言うために,to complain,1,present,0,0
"137","nasilać",nasil,nasil,nasilać,激化,intensify,1,present,0,0
"138","nastarczać",nastarcz,nastarcz,nastarczać,十分に,to suffice,1,present,0,0
"139","nastawiać",nastawi,nastawi,nastawiać,設定,set,1,present,0,0
"140","nastrajać",nastraj,nastraj,nastrajać,曲,tune,1,present,0,0
"141","nastręczać",nastręcz,nastręcz,nastręczać,現在,present,1,present,0,0
"142","nasycać",nasyc,nasyc,nasycać,飽和する,saturate,1,present,0,0
"143","nasączać",nasącz,nasącz,nasączać,浸す,soak,1,present,0,0
"144","natrafiać",natrafi,natrafi,natrafiać,出くわす,come across,1,present,0,0
"145","natłuszczać",natłuszcz,natłuszcz,natłuszczać,油,oil,1,present,0,0
"146","nauczać",naucz,naucz,nauczać,教える,teach,1,present,0,0
"147","nawadniać",nawadni,nawadni,nawadniać,灌漑,irrigate,1,present,0,0
"148","nawalać",nawal,nawal,nawalać,行動を取る,act up,1,present,0,0
"149","nawarstwiać",nawarstwi,nawarstwi,nawarstwiać,築き上げる,build up,1,present,0,0
"150","nawiedzać",nawiedz,nawiedz,nawiedzać,出没,haunt,1,present,0,0
"151","nawijać",nawij,nawij,nawijać,風,wind,1,present,0,0
"152","nawilżać",nawilż,nawilż,nawilżać,保湿,moisturize,1,present,0,0
"153","nawlekać",nawlek,nawlek,nawlekać,スレッド,thread,1,present,0,0
"154","nawykać",nawyk,nawyk,nawykać,慣れる,get used to,1,present,0,0
"155","naznaczać",naznacz,naznacz,naznaczać,マーク,mark,1,present,0,0
"156","nazywać",nazyw,nazyw,nazywać,電話する,to call,1,present,0,0
"157","nurzać",nurz,nurz,nurzać,ワロウ,wallow,1,present,0,0
"158","obalać",obal,obal,obalać,打倒,overthrow,1,present,0,0
"159","obarczać",obarcz,obarcz,obarczać,負担,burden,1,present,0,0
"160","obcierać",obcier,obcier,obcierać,ワイプ,wipe,1,present,0,0
"161","obcinać",obcin,obcin,obcinać,切り捨てる,truncate,1,present,0,0
"162","obczajać",obczaj,obczaj,obczajać,チェックアウト,check out,1,present,0,0
"163","obdarzać",obdarz,obdarz,obdarzać,授けます,bestow,1,present,0,0
"164","obdzierać",obdzier,obdzier,obdzierać,ストリップ,strip,1,present,0,0
"165","obezwładniać",obezwładni,obezwładni,obezwładniać,無効にする,disable,1,present,0,0
"166","obierać",obier,obier,obierać,皮,peel,1,present,0,0
"167","obijać",obij,obij,obijać,倒す,knock down,1,present,0,0
"168","objawiać",objawi,objawi,objawiać,マニフェスト,manifest,1,present,0,0
"169","objaśniać",objaśni,objaśni,objaśniać,説明,explain,1,present,0,0
"170","objeżdżać",objeżdż,objeżdż,objeżdżać,旅行,tour,1,present,0,0
"171","obkładać",obkład,obkład,obkładać,カバー,cover,1,present,0,0
"172","oblepiać",oblepi,oblepi,oblepiać,棒,stick,1,present,0,0
"173","obliczać",oblicz,oblicz,obliczać,計算する,calculate,1,present,0,0
"174","obmyślać",obmyśl,obmyśl,obmyślać,熟考,mull over,1,present,0,0
"175","obnażać",obnaż,obnaż,obnażać,公開する,to expose,1,present,0,0
"176","obniżać",obniż,obniż,obniżać,減らす,reduce,1,present,0,0
"177","obrabiać",obrabi,obrabi,obrabiać,処理する,process,1,present,0,0
"178","obracać",obrac,obrac,obracać,回転する,rotate,1,present,0,0
"179","obradzać",obradz,obradz,obradzać,整理,organize,1,present,0,0
"180","obrastać",obrast,obrast,obrastać,生い茂る,overgrow,1,present,0,0
"181","obrażać",obraż,obraż,obrażać,気分を害する,offend,1,present,0,0
"182","obrywać",obryw,obryw,obrywać,引きちぎる,tear off,1,present,0,0
"183","obrzydzać",obrzydz,obrzydz,obrzydzać,嫌悪,disgust,1,present,0,0
"184","obrzynać",obrzyn,obrzyn,obrzynać,切り落とす,cut off,1,present,0,0
"185","obsadzać",obsadz,obsadz,obsadzać,塗りつぶし,fill,1,present,0,0
"186","obsychać",obsych,obsych,obsychać,乾く,dry up,1,present,0,0
"187","obtaczać",obtacz,obtacz,obtaczać,コート,coat,1,present,0,0
"188","oburzać",oburz,oburz,oburzać,怒り,outrage,1,present,0,0
"189","obwisać",obwis,obwis,obwisać,たるみ,sag,1,present,0,0
"190","obżerać",obżer,obżer,obżerać,ぺろりと食べます,gobble up,1,present,0,0
"191","ocalać",ocal,ocal,ocalać,保存,save,1,present,0,0
"192","oceniać",oceni,oceni,oceniać,評価します,to evaluate,1,present,0,0
"193","ochrzaniać",ochrzani,ochrzani,ochrzaniać,バプテスマ,baptize,1,present,0,0
"194","ocieplać",ociepl,ociepl,ocieplać,暖かい,warm,1,present,0,0
"195","ocierać",ocier,ocier,ocierać,ワイプ,wipe,1,present,0,0
"196","ocucać",ocuc,ocuc,ocucać,復活する,revive,1,present,0,0
"197","oczerniać",oczerni,oczerni,oczerniać,黒くする,blacken,1,present,0,0
"198","oczyszczać",oczyszcz,oczyszcz,oczyszczać,清める,cleanse,1,present,0,0
"199","odbierać",odbier,odbier,odbierać,受け取る,receive,1,present,0,0
"200","odbijać",odbij,odbij,odbijać,跳ねる、弾む,bounce,1,present,0,0
"201","odcedzać",odcedz,odcedz,odcedzać,歪み,strain,1,present,0,0
"202","odchwaszczać",odchwaszcz,odchwaszcz,odchwaszczać,雑草,weed,1,present,0,0
"203","odchylać",odchyl,odchyl,odchylać,揺れる,swing away,1,present,0,0
"204","odcinać",odcin,odcin,odcinać,切り落とす,cut off,1,present,0,0
"205","odczyniać",odczyni,odczyni,odczyniać,元に戻す,undo,1,present,0,0
"206","odczłowieczać",odczłowiecz,odczłowiecz,odczłowieczać,非人間化,dehumanize,1,present,0,0
"207","oddalać",oddal,oddal,oddalać,立ち去る,move away,1,present,0,0
"208","oddzielać",oddziel,oddziel,oddzielać,分ける,separate,1,present,0,0
"209","oddzwaniać",oddzwani,oddzwani,oddzwaniać,折り返し電話,call back,1,present,0,0
"210","odganiać",odgani,odgani,odganiać,追い払う,drive away,1,present,0,0
"211","odgradzać",odgradz,odgradz,odgradzać,分ける,separate,1,present,0,0
"212","odgryzać",odgryz,odgryz,odgryzać,噛む,bite off,1,present,0,0
"213","odhaczać",odhacz,odhacz,odhaczać,怒らせる,tick off,1,present,0,0
"214","odjaniepawlać",odjaniepawl,odjaniepawl,odjaniepawlać,ベルチング,belching,1,present,0,0
"215","odjeżdżać",odjeżdż,odjeżdż,odjeżdżać,離れて乗る,ride away,1,present,0,0
"216","odkażać",odkaż,odkaż,odkażać,消毒,disinfect,1,present,0,0
"217","odklejać",odklej,odklej,odklejać,デタッチ,detach,1,present,0,0
"218","odkształcać",odkształc,odkształc,odkształcać,変形する,deform,1,present,0,0
"219","odkładać",odkład,odkład,odkładać,延期する,put off,1,present,0,0
"220","odlepiać",odlepi,odlepi,odlepiać,引き離す、はがす,unstick,1,present,0,0
"221","odliczać",odlicz,odlicz,odliczać,差し引く,deduct,1,present,0,0
"222","odmieniać",odmieni,odmieni,odmieniać,変化する,change,1,present,0,0
"223","odmierzać",odmierz,odmierz,odmierzać,測定する,measure out,1,present,0,0
"224","odmykać",odmyk,odmyk,odmykać,ロックを解除する,unlock,1,present,0,0
"225","odmóżdżać",odmóżdż,odmóżdż,odmóżdżać,くつろぐ,to unwind,1,present,0,0
"226","odmładzać",odmładz,odmładz,odmładzać,若返らせる,rejuvenate,1,present,0,0
"227","odnawiać",odnawi,odnawi,odnawiać,更新する,renew,1,present,0,0
"228","odosabniać",odosabni,odosabni,odosabniać,分離する,isolate,1,present,0,0
"229","odpalać",odpal,odpal,odpalać,起動する,fire up,1,present,0,0
"230","odparzać",odparz,odparz,odparzać,摩擦,chafing,1,present,0,0
"231","odpierać",odpier,odpier,odpierać,反撃する,to fight back,1,present,0,0
"232","odpierdalać",odpierdal,odpierdal,odpierdalać,ファックオフ,fuck off,1,present,0,0
"233","odpinać",odpin,odpin,odpinać,元に戻す,undo,1,present,0,0
"234","odplatać",odplat,odplat,odplatać,解く,unravel,1,present,0,0
"235","odprawiać",odprawi,odprawi,odprawiać,祝う,celebrate,1,present,0,0
"236","odprowadzać",odprowadz,odprowadz,odprowadzać,リードオフ,lead off,1,present,0,0
"237","odprężać",odpręż,odpręż,odprężać,リラックスする,to relax,1,present,0,0
"238","odpychać",odpych,odpych,odpychać,撃退,repel,1,present,0,0
"239","odpędzać",odpędz,odpędz,odpędzać,追い払う,drive away,1,present,0,0
"240","odrabiać",odrabi,odrabi,odrabiać,する,to do,1,present,0,0
"241","odraczać",odracz,odracz,odraczać,延期,defer,1,present,0,0
"242","odradzać",odradz,odradz,odradzać,復活する,revive,1,present,0,0
"243","odrastać",odrast,odrast,odrastać,成長する,grow back,1,present,0,0
"244","odrealniać",odrealni,odrealni,odrealniać,非現実的,unreal,1,present,0,0
"245","odrzekać",odrzek,odrzek,odrzekać,返事,reply,1,present,0,0
"246","odróżniać",odróżni,odróżni,odróżniać,区別,distinguish,1,present,0,0
"247","odstraszać",odstrasz,odstrasz,odstraszać,抑止する,deter,1,present,0,0
"248","odstręczać",odstręcz,odstręcz,odstręczać,抑止する,deter,1,present,0,0
"249","odsysać",odsys,odsys,odsysać,吸い取る,suck off,1,present,0,0
"250","odtaczać",odtacz,odtacz,odtaczać,ロールアウェイ,roll away,1,present,0,0
"251","odtajniać",odtajni,odtajni,odtajniać,分類解除,declassify,1,present,0,0
"252","odtwarzać",odtwarz,odtwarz,odtwarzać,再作成,recreate,1,present,0,0
"253","oduczać",oducz,oducz,oduczać,離乳,wean,1,present,0,0
"254","odurzać",odurz,odurz,odurzać,愚かな,stupefy,1,present,0,0
"255","odwalać",odwal,odwal,odwalać,腹を立てる,piss off,1,present,0,0
"256","odważać",odważ,odważ,odważać,あえて,to dare,1,present,0,0
"257","odwdzięczać",odwdzięcz,odwdzięcz,odwdzięczać,返済,repay,1,present,0,0
"258","odwiedzać",odwiedz,odwiedz,odwiedzać,訪問,visit,1,present,0,0
"259","odwlekać",odwlek,odwlek,odwlekać,先延ばしにする,procrastinate,1,present,0,0
"260","odwzajemniać",odwzajemni,odwzajemni,odwzajemniać,往復する,reciprocate,1,present,0,0
"261","odzierać",odzier,odzier,odzierać,取り除きます,strip off,1,present,0,0
"262","odznaczać",odznacz,odznacz,odznaczać,マークオフ,mark off,1,present,0,0
"263","odzwierciedlać",odzwierciedl,odzwierciedl,odzwierciedlać,反射,reflect,1,present,0,0
"264","odzywać",odzyw,odzyw,odzywać,話してください,speak back,1,present,0,0
"265","odłączać",odłącz,odłącz,odłączać,切断する,disconnect,1,present,0,0
"266","odśnieżać",odśnież,odśnież,odśnieżać,耕す,to plow,1,present,0,0
"267","odświeżać",odśwież,odśwież,odświeżać,リフレッシュ,refresh,1,present,0,0
"268","odżywiać",odżywi,odżywi,odżywiać,栄養を与える,nourish,1,present,0,0
"269","ogarniać",ogarni,ogarni,ogarniać,擁する,embrace,1,present,0,0
"270","ogałacać",ogałac,ogałac,ogałacać,それを取り除く,strip it,1,present,0,0
"271","ogołacać",ogołac,ogołac,ogołacać,取り除く,strip out,1,present,0,0
"272","ograbiać",ograbi,ograbi,ograbiać,略奪する,to plunder,1,present,0,0
"273","ogradzać",ogradz,ogradz,ogradzać,囲む,surround,1,present,0,0
"274","ograniczać",ogranicz,ogranicz,ograniczać,制限,restrict,1,present,0,0
"275","ogłuszać",ogłusz,ogłusz,ogłuszać,気絶,stun,1,present,0,0
"276","oklejać",oklej,oklej,oklejać,棒,stick,1,present,0,0
"277","okradać",okrad,okrad,okradać,ロブ,rob,1,present,0,0
"278","określać",określ,określ,określać,定義,define,1,present,0,0
"279","okrążać",okrąż,okrąż,okrążać,サークル,circle,1,present,0,0
"280","okładać",okład,okład,okładać,打つ,hit,1,present,0,0
"281","omamiać",omami,omami,omamiać,欺く,deceive,1,present,0,0
"282","onieśmielać",onieśmiel,onieśmiel,onieśmielać,威嚇する,intimidate,1,present,0,0
"283","opalać",opal,opal,opalać,日光浴,sunbathe,1,present,0,0
"284","opiekać",opiek,opiek,opiekać,トースト,toast,1,present,0,0
"285","opieprzać",opieprz,opieprz,opieprzać,ねじ込みます,screw up,1,present,0,0
"286","opierać",opier,opier,opierać,抵抗,resist,1,present,0,0
"287","opierdalać",opierdal,opierdal,opierdalać,ファックオフ,fuck off,1,present,0,0
"288","opijać",opij,opij,opijać,酔う,get drunk,1,present,0,0
"289","opinać",opin,opin,opinać,棒,stick,1,present,0,0
"290","oplatać",oplat,oplat,oplatać,絡み合う,entwine,1,present,0,0
"291","oporządzać",oporządz,oporządz,oporządzać,新郎,groom,1,present,0,0
"292","oprawiać",oprawi,oprawi,oprawiać,フレーム,frame,1,present,0,0
"293","opromieniać",opromieni,opromieni,opromieniać,応援,cheer,1,present,0,0
"294","oprowadzać",oprowadz,oprowadz,oprowadzać,ガイドする,to guide,1,present,0,0
"295","opychać",opych,opych,opychać,もの,stuff,1,present,0,0
"296","opylać",opyl,opyl,opylać,ほこり,dust,1,present,0,0
"297","opóźniać",opóźni,opóźni,opóźniać,遅れ,delay,1,present,0,0
"298","opędzać",opędz,opędz,opędzać,追い払う,drive away,1,present,0,0
"299","opłacać",opłac,opłac,opłacać,支払い,pay,1,present,0,0
"300","orzekać",orzek,orzek,orzekać,裁定する,adjudicate,1,present,0,0
"301","osaczać",osacz,osacz,osaczać,囲む,encircle,1,present,0,0
