"12046","dopomóc",dopomoże,dopomog,dopomóc,助ける,to help,3root,aorist,0,0
"12047","pomóc",pomoże,pomog,pomóc,助ける,to help,3root,aorist,0,0
"12048","przemóc",przemoże,przemog,przemóc,暴力,violence,3root,aorist,0,0
"12049","wspomóc",wspomoże,wspomog,wspomóc,助ける,to help,3root,aorist,0,0
"12050","wymóc",wymoże,wymog,wymóc,強いる,to force,3root,aorist,0,0
"12051","wzmóc",wzmoże,wzmog,wzmóc,増幅する,boost,3root,aorist,0,0
"12052","zaniemóc",zaniemoże,zaniemog,zaniemóc,病む,become sick,3root,aorist,0,0
"12053","zmóc",zmoże,zmog,zmóc,圧倒する,overpower,3root,aorist,0,0
"12054","dobiec",dobieże,dobieg,dobiec,到着する、着く,reach,3root,aorist,0,0
"12055","dociec",dociecze,dociek,dociec,探し出す,find out,3root,aorist,0,0
"12056","donieść",doniesie,donios,donieść,報告する、知らせる,report,3root,aorist,0,0
"12057","dopiec",dopiecz,dopiek,dopiec,焼く、温める、熱くなる,"to bake, to be hot",3root,aorist,0,0
"12058","dostrzec",dostrzeże,dostrzeg,dostrzec,知覚する,perceive,3root,aorist,0,0
"12059","dowieść",dowiodzie,dowiod,dowieść,照明する,prove,3root,aorist,0,0
"12060","dowieźć",dowiozie,dowioz,dowieźć,持っていく,bring,3root,aorist,0,0
"12061","nakłaść",nakładzie,nakład,nakłaść,つける,put on,3root,aorist,0,0
"12062","nanieść",niesie,nios,nanieść,運ぶ,carry,3root,aorist,0,0
"12063","napleść",naplecie,naplot,napleść,ひだ,plait,3root,aorist,0,0
"12064","nawieźć",nadwiezie,nadwioz,nawieźć,受精する,fertilize,3root,aorist,0,0
"12065","nawlec",nawlecze,nawlok,nawlec,滑る,slip,3root,aorist,0,0
"12066","obiec",obieże,obieg,obiec,回転する,revolve,3root,aorist,0,0
"12067","oblec",olegnie,olegn,oblec,つける,put on,3root,aorist,0,0
"12068","obtłuc",obtłucze,obtłuk,obtłuc,疵つける,chip,3root,aorist,0,0
"12069","obwieść",obwiodzie,obwiod,obwieść,発表する,announce,3root,aorist,0,0
"12070","obwieźć",obwiezie,obwioz,obwieźć,運転する、駆ける,drive,3root,aorist,0,0
"12071","odbiec",odbieże,odbieg,odbiec,逃げる,run away,3root,aorist,0,0
"12072","odnaleźć",odlezie,odnalez,odnaleźć,探す,find,3root,aorist,0,0
"12073","odnieść",odniesie,odnios,odnieść,取り戻す,take back,3root,aorist,0,0
"12074","odrzec",odrzecz,odrzek,odrzec,はぎ取る、剥ぐ,strip,3root,aorist,0,0
"12075","odwieść",odwiodzie,odwiod,odwieść,思いとどまらせる,dissuade,3root,aorist,0,0
"12076","odwieźć",odwiezie,odwioz,odwieźć,運転する、駆ける,drive,3root,aorist,0,0
